EventNum,SpeakNum,Speaker,Speak
35,0,엘리스,"어제도 꿈에 곰 인형이 나와서 날 도와줬어... 그런데 뺨에 왜 이렇게 탄 자국이 있지?"
36,0,엘리스,"토끼 인형도 어제 꿈에 나왔었어, 이것도 역시 가슴에 탄 흔적이 보여."
37,0,엘리스,"여우 인형도 마찬가지야, 허벅지 부분에 탄 자국이 있어."
38,0,엘리스,"어제도 꿈에 곰 인형이 나와서 날 도와줬어... 곰 인형의 손이 조금 녹아있어.."
39,0,엘리스,"토끼 인형도 어제 꿈에 나왔었어. 이것도 역시 눈 주위가 검게 그을려져 있어."
40,0,엘리스,"여우 인형도 마찬가지야. 발 부분이 조금 녹아있어."
41,0,엘리스,"어제도 꿈에 곰 인형이 나와서 날 도와줬어... 이 인형들의 정체는 뭘까?"
42,0,엘리스,"토끼 인형도 어제 꿈에 나왔었어. 인형들이 계속 망가져 가고 있어.."
43,0,엘리스,"여우 인형도 마찬가지야. 왜 날 지켜주는 걸까?..."
44,0,엘리스,"임시"
45,0,엘리스,"임시"
46,0,엘리스,"임시"
47,0,엘리스,"도대체 죽은 오빠 얘기는 갑자기 왜 하는 거야, 엄마의 상태가 점점 더 안좋아지고 있어."
47,1,엘리스,"일단 나도 졸리니까 이제 그만 잠을 자러 가야겠어."
48,0,엘리스,"도대체 죽은 이모 얘기는 갑자기 왜 하는 거야... 엄마의 상태가 심각해지고 있어..."
48,1,엘리스,"아, 갑자기 왜 이러지... 갑자기 졸음이 몰려와... 일단 잠을 자러 가야겠어."
49,0,엘리스,"도대체 죽은 아빠 얘기는 갑자기 왜 하는 거야... 엄마의 상태가 점점 나빠지고 있어..."
49,1,엘리스,"하지만 나도 너무 피곤해... 이제 그만 잠을 자러 가야겠어."
50,0,엘리스,"도대체 돌아가신 할머니 얘기는 갑자기 왜 하는 거야... 이 집을 나가야겠어, 이대로 있다가는 정신병에 걸릴 것 같아.."
50,1,엘리스,"그런데 왜 이렇게 졸리지... 나가기 전에 잠깐만이라도 자러 가야겠어..."
51,0,엘리스,"도대체 죽은 삼촌들 얘기는 왜 하는 거야... 밖에 나가면 위험하다고? 그럼 난 어떻게 해야 되지? 뭘 어떻게 해야 여기서 벗어날 수 있는 거냐고!"
51,1,엘리스,"또.. 갑자기 너무 졸려... 난 이제 잠을 잘 수 밖에 없어.."
52,0,엘리스,"그래 내 주변에 죽은 사람 중에는 공장사장도 있었지.."
52,1,엘리스,"아빠가 돌아가신 후 나를 보는 눈빛이 너무 무서워서 피했었는데.. 꿈에서 보게 된다면 정말 최악이야.."
52,2,엘리스,"빨리 전화기를 찾아서 신고를 해야..."
52,3,엘리스,"그런데 갑자기 너무 졸려... 잠을 자면 안 되는 걸 알지만... 잠을 자러 가야겠어..."
53,0,엘리스,"임시"
54,0,엄마,"우리 엘리스.. 잘 자렴.."
55,0,엄마,...(엄마는 잠이 드셨다)
56,0,엘리스,"엄마.. 지금 안 자고 뭐하는 거야?"
56,1,엄마,"우리 엘리스니? 생긴 건 우리 딸 하고 조금 다르지만 목소리는 우리 엘리스야..."
56,2,엘리스,"무슨 소리를 하는 거야! 기껏 걱정돼서 와봤더니..."
56,3,엄마,"아 내 정신 좀 봐... 엘리스야 미안하구나... 엄마가 너도 알다시피 요즘 머리가 많이 아프단다."
56,4,엄마,"그런데 아까 전에 내 침대 옆에 네 오빠가 찾아왔단다! 오빠가 그러는데 너를 꼭 만나고 싶다고 하는구나."
56,5,엘리스,"엄마.. 오빠는 4년전에 죽었잖아.. 왜 이러는 거야 정말! 자꾸 이러면 나 화낼거야!"
56,6,엄마,"이런.. 많이 화났니? 엘리스야 미안하구나.. 사실 네 오빠는 사고로 죽은 게 아니란다..."
56,7,엄마,"오빠의 영혼이 오늘 우리 집에 왔는데 엘리스야 조심해야해..."
56,8,엘리스,"엄마 그런 이상한 얘기는 이제 그만해! 그냥 빨리 자, 나도 이제 자러갈꺼야."
56,9,엄마,"그래.. 엄마도 피곤하니 누워야겠구나... 잘 자렴..."
57,0,엘리스,"엄마... 지금 안 자고 뭐하는 거야?"
57,1,엄마,"우리 엘리스니? 목소리는 우리 딸 하고 조금 다르지만 생긴 건 우리 엘리스야..."
57,2,엘리스,"무슨 소리를 하는 거야! 이 편지는 엄마가 가져다 놓은 거야? 그리고 삐에로 인형은 어디로 가져갔어?"
57,3,엄마,"아 내 정신 좀 봐... 엘리스야 미안하구나... 엄마가 요즘 기억력이 안 좋아서 네가 무슨 말을 하는 건지 도무지 모르겠구나."
57,4,엄마,"그런데 아까 전에 내 침대 옆에 네 이모가 찾아왔단다! 이모가 그러는데 너를 꼭 만나고 싶다는구나."
57,5,엘리스,"엄마... 이모는 3년전에 죽었잖아... 왜 이러는 거야 정말! 자꾸 이러면 나 화낼거야!"
57,6,엄마,"이런... 많이 화났니? 엘리스야 미안하구나... 사실 네 이모는 영혼을 빼앗겨 버렸단다..."
57,7,엄마,"이모의 영혼이 오늘 우리 집에 와있으니 얼른 자러 가거라..."
57,8,엘리스,"엄마 그런 헛소리는 더 이상 듣기 싫어! 오늘은 그냥 빨리 자.. 나도 이제 졸리니까 자러갈꺼야."
57,9,엄마,"그래.. 엄마도 피곤하니 누워야겠구나... 잘 자렴..."
58,0,엘리스,"엄마.. 지금 안 자고 뭐하는 거야?"
58,1,엄마,"우리 엘리스니? 옷은 우리 딸이 입는 옷이 아닌데 머리카락은 우리 엘리스구나..."
58,2,엘리스,"무슨 소리를 하는 거야! 솔직하게 말해줘. 엄마가 얘기한 것들이 꿈에 나와서 무섭단 말이야! 이 거래서는 뭐야? 이모한테 무슨 일이 있었던 거냐고?"
58,3,엄마,"이런 내 정신 좀 봐... 엘리스야 미안하구나... 엄마가 지금 머리가 너무 아프단다. 그래서 너한테 아무런 얘기를 할 수가 없어..."
58,4,엄마,"그런데 아까 전에 내 침대 옆에 네 아빠가 찾아왔단다! 아빠가 오랜만에 우리 엘리스한테 선물을 주고 싶다는구나!"
58,5,엘리스,"엄마.. 아빠는 2년전에 돌아가셨잖아... 왜 이러는 거야 정말! 자꾸 이러면 나 화낼거야!"
58,6,엄마,"이런... 많이 화났니? 엘리스야 미안하구나... 사실 네 아빠는 악마에게 영혼을 빼앗겨 버렸단다..."
58,7,엄마,"아빠의 영혼이 오늘 우리 집에 왔는데 엘리스야... 조심해야 해... 아빠가 네 영혼을 노리고 있어, 어서 여기서 도망쳐야 해!"
58,8,엘리스,"엄마 이제 제발 정신 좀 차려!"
58,9,엄마,"아악!... 머리가 너무 아파..."
58,10,엘리스,"엄마! 괜찮아!? 자, 이 약 먹고 얼른 다시 자... 나도 이만 자러 가볼게."
58,11,엄마,"그래... 다시 자야겠구나... 잘 자렴..."
59,0,엘리스,"엄마 언제부터 깨어있었어? 내가 자고 있을 때 내 방에 왔었지?"
59,1,엄마,"우리 엘리스니? 발 걸음 소리는 우리 엘리스가 분명히 맞는데 엘리스의 손은 이렇게 뜨겁지 않아..."
59,2,엘리스,"무슨 소리를 하는 거야! 이제 솔직하게 말해줘. 이번에는 아빠가 꿈에 나왔어. 이 보고서는 무슨 의미야?"
59,3,엘리스,"아빠가 복수를 얘기했어, 누군가가 고의적으로 아빠 가게에 불을 질렀던 거야? 나한테는 단순 사고로 불이 난 거라고 했잖아!"
59,4,엄마,"엘리스야 진정하렴, 네 아빠는 2년전에 폭발 사고로 돌아가셨잖니... 난 네 방에 간 적도 없단다..."
59,5,엄마,"그런데 아까 전에 내 침대 옆에 네 할머니께서 찾아오셨단다! 할머니께서 그러시는데 너를 꼭 만나고 싶다고 하시는구나."
59,6,엘리스,"엄마.. 할머니는 3년전에 돌아가셨잖아.. 내 질문에는 대답도 안해주고 나도 더 이상 듣기 싫어, 난 갈 거야!"
59,7,엄마,"이런... 많이 화났니? 엘리스야 미안하구나... 사실 네 할머니도 악마에게 영혼을 빼앗겨 버렸단다..."
59,8,엄마,"그리고 이제 할머니가 네 영혼도 노리고 있단다..."
59,9,엘리스,"계속해서 그런 말도 안 되는 소리를 하는 엄마가 난 정말로 싫어졌어! 이 집을 나가버릴 거야!"
59,10,엄마,"그래.. 어서 나가렴.. 난 다시 누워야겠구나..."
60,0,엘리스,"엄마, 꿈에서 할머니가 나왔어. 그리고 잠에서 깨어보니 할머니가 사준 인형이 없어지고 보석 감정서만 남아있었어."
60,1,엘리스,"집에는 들어온 사람이 없는데 내가 아니면 엄마가 한 거잖아. 요즘 잠에서 깨면 계속 밤이야. 밖에는 도저히 나갈 수가 없고.."
60,2,엘리스,"나한테 무슨 일이 벌어지고 있는 거지? 엄마는 뭔가 알고 있는 거지? 제발 얘기 좀 해줘..."
60,3,엄마,"우리 엘리스니? 우리 엘리스는 항상 씩씩하고 명랑했었지.. 하지만 이렇게 화를 내는 나쁜 아이는 아니었는데... 엄마는 슬프구나.."
60,4,엘리스,"무슨 소리를 하는 거야! 할머니가 3일밤만 버티라고 했어. 3일 동안 무슨 일이 일어나는 거야?"
60,5,엄마,"엘리스야 이제부터 잘 들어야 돼. 넌 이 집에 있어야 안전하단다. 밖에 나가면 아주 위험한 일이 생길 거란다. 지금 네가 겪고 있는 일들은 그저 몸 상태가 피곤해서 그런 거야."
60,6,엄마,"그리고 마침 네 삼촌들이 우리 집에 찾아왔단다! 삼촌들이 너를 꼭 만나고 싶다고 하는구나."
60,7,엘리스,"엄마.. 삼촌들은 3년전에 죽었어. 이제는 또 삼촌들이 내 꿈에 나오는 거야? 난 꿈에서 괴물로 변해버린 삼촌들과는 만나기 싫어. 싫단 말이야!"
60,8,엄마,"이런.. 많이 화났니? 엘리스야 미안하구나.. 삼촌들은 참 나쁜 짓을 해버렸었지. 물론 그건 악마에게 영혼을 빼앗긴 다음에 벌어진 어쩔 수 없는 일이었지만.."
60,9,엄마,"그리고 지금도 삼촌들의 영혼은 악마에 사로잡혀서 네 영혼을 노리고 있단다. 그들을 벗어날 방법은... 잠을 자는 것 뿐이란다."
60,10,엘리스,"어쩔 수가 없는 거야? 계속 이렇게 살아야 되는 거야? 더 이상 이렇게 불행하게 살기 싫어!"
60,11,엄마,"어서 자러 가렴.. 난 다시 누워야겠구나... 잘 자렴.."
61,0,엘리스,"엄마, 또 깨어있네.. 혹시 잠을 안 자고 있는 거 아냐?"
61,1,엄마,"우리 예쁜 딸 엘리스 잘 잤니? 용케 꿈에서 잘 빠져 나왔구나.. 그 바보 같은 인형들의 방해만 없었어도..."
61,2,엘리스,"지금 무슨 얘기하는 거야? 혹시 내 꿈에 엄마도 들어와 있었던 거야? 지금까지 죽었던 모든 가족들이 꿈에서 나왔어."
61,3,엘리스,"그들은 날 해치려 했고 난 그들을 물리쳤지. 그리고 이제 더 이상 나올 가족도 없어."
61,4,엘리스,"그럴 리 없겠지만 혹시 엄마가 그 꿈에 연관되어 있는 거야? 날 해치려고?"
61,5,엄마,"엘리스야 엄마는 널 사랑한단다.. 어떻게 너를 해칠 수가 있겠니.. 난 단지 널... 윽.. 머리가..."
61,6,엄마,"아 맞다! 오늘은 내 옆에 특별한 손님이 찾아왔단다. 바로 네 아버지의 오랜 친구인 공장 사장님이 널 만나고 싶어해!"
61,7,엘리스,"엄마.. 그 사람은.. 1년 전에 죽었어. 그가 죽기 전날 밤 우리 집에 전화가 와서 내가 엄마를 바꿔줬잖아.. "
61,8,엘리스,"아 맞다.. 전화기가 어디 갔지? 엄마! 전화기 어디다 뒀어? 엄마가 너무 이상해서 경찰서에 신고해야겠어!"
61,9,엄마,"엘리스야.. 어서.. 여기서.. 탈출해야 한다.. "
61,10,엄마,"엄마는 이제 더 이상 버티기가... 힘들구나.. "
61,11,엄마,"하지만.. 악마는 널 차지할 때까지 계속해서 널 따라다닐 거야.."
61,12,엄마,"끝내고 싶다면... 으윽......."
61,13,엘리스,"엄마 괜찮아!? 악마가 날 차지하려 한다니 그게 무슨 말이야?"
61,14,엘리스,"악마는 도대체 어디에 있는 거야? 현실에서는 아무 일도 안 일어 나잖아!"
61,15,엘리스,"엄마가 1년 전부터 정신이 이상해 지면서 이제는 내 정신까지 이상해지고 있는 것 같아!"
61,16,엄마,"악마는.. 사람들의 영혼에 숨어살고 있단다.. 그러니 아무도.. 믿어선 안돼..."
61,17,엄마,"으윽... 머리가 너무 아프구나.. 난 다시 누워야겠어... 잘 자렴.. "
62,0,엘리스,"임시"
63,0,"엘리스가 어렸을 적에는 행복한 가정이었다.",
63,1,"사람들을 즐겁게 하는 오빠",
63,2,"예쁜 얼굴로 인기가 많았던 이모",
63,3,"장난감 가게를 운영하는 자상한 아빠와 엄마",
63,4,"기품 있고 인자하신 할머니",
63,5,"항상 함께 다니며 우애가 좋았던 쌍둥이 삼촌들",
63,6,"그리고 아버지의 친구였던 인형공장의 사장님",
63,7,"모두들 화목하게 지내며 엘리스에게 많은 사랑을 주었다.",
63,8,"하지만 엘리스는 알지 못했다.",
64,0,"행복한 겉모습 뒤에는 욕심과 시기, 증오와 분노라는 어두운 뒷면이 있다는 것을...",
65,0,"첫 번째 비극은 13살 때 오빠가 사고로 죽으면서 시작되었다.",
65,1,"그 후 엘리스의 주변에서는 연달아 죽음이라는 비극이 계속해서 이어져갔다.",
65,2,"이유를 알 수 없었던 엘리스는 감당할 수 없는 충격과 혼란 속에서 몸도 마음도 점차 붕괴되어 갔다.",
66,0,"엘리스가 17살이 되던 해 그녀는 모든 것을 잃었고 그녀에게 남은 것은 가난한 형편과",
66,1,"불치병으로 병세가 점차 악화되고 있는 엄마였다.",
66,2,"엄마는 병이 악화되면서 치매증상을 보였고, 우울증에 걸린 엘리스는 엄마와 자주 다투며 상황은 최악으로 치닫고 있었다.",
66,3,"그러던 어느 날 엘리스는 밤 하늘에 떨어지는 유성을 바라보며 기도했다, 이 고통을 빨리 끝내게 해달라고...",
66,4,"그날 밤 엘리스는 커다란 그림자가 자신을 삼키는 꿈을 꾸다 갑자기 잠에서 깨게 되는데...",
67,0, D - 7,시작되는 악몽
68,0,엘리스,"아, 안돼!..."
68,1,엘리스,"휴... 꿈이었구나..."
68,2,엘리스,"기분나쁘게 왜 이런 꿈을 꾸는 거야..."
68,3,엘리스,"맞다... 마지막에 엄마 목소리에 놀라서 깼었지..."
68,4,엘리스,"엄마한테 무슨 일이라도 있는 걸까? 확인해 봐야겠어."
71,0, D - 6,악몽의 후유증
72,0,엘리스,"시간이 벌써 밤이야... 설마 오늘 하루 종일 잠을 잤던 거야?"
72,1,엘리스,"꿈에서 오빠가 나왔었어... 엄마가 말 한대로야. 내가 엄마 말에 예민해져서 그런 꿈을 꾸었던 걸까?"
72,2,엘리스,"그러고 보니 ‘그을린 편지’는 분명 엄마가 가져다 놓았던 걸거야, 엄마한테 가서 물어봐야겠어."
73,0, D - 5,악몽의 연쇄
74,0,엘리스,"이럴수가... 또 밤이야..."
74,1,엘리스,"뭔가 이상해... 아니면 지금 이게 꿈인 걸까?... 아니 이건 현실이 맞아... 대체 어떻게 된 일이지?"
74,2,엘리스,"꿈에서 이모가 나왔었어... 계속해서 엄마가 말한 사람들이 끔찍한 모습으로 꿈에 나와... 엄마와 뭔가 관련이 있는 게 아닐까? 아니면 그냥 스트레스로 악몽을 꾸는 걸까?"
74,3,엘리스,"이 '골동품 거래서'도 엄마가 가져다 놓은 게 분명해! 엄마한테 가서 제대로 물어봐야겠어."
75,0, D - 4,악몽의 실마리
76,0,엘리스,"이번에도 깨어나보니 밤이야.. 이제는 내가 스스로 잠을 조절할 수조차 없는 것 같아..."
76,1,엘리스,"꿈에서 아빠가 나왔었어... 뭔가 더 물어볼게 있었는데... 어쨌든 이제는 내가 예민해서 이상한 꿈을 꾸는 게 아니라는 건 알겠어."
76,2,엘리스,"이 '화재 감식 보고서'도 그렇고 분명히 엄마가 나한테 숨기고 있는 게 있어, 엄마한테 가서 이번엔 꼭 무슨 일인지 확인하고야 말겠어!"
77,0, D - 3,또다른 악몽
78,0,엘리스,"또다시 밤이야.. 식욕도 없고 감각이 점점 사라지는 기분이야."
78,1,엘리스,"꿈에서 할머니가 나왔었어.. 3일밤만 버티라고 하셨는데.. 3일밤 동안 무슨 일이 생기는 걸까? 만약 못버티면 어떻게 되는거지?"
78,2,엘리스,"할머니의 보석들이 가짜였다니.. 저번에 엄마는 할머니가 돌아가시고 난 후 보석을 상속받았다고 했는데.. 그 후로 보석얘기를 한적이 없었어. 엄마한테 물어봐야겠어."
79,0, D - 2,악몽의 실체
80,0,엘리스,"역시 또 밤이야.. 이러다 낮에는 영영 깨어나지 못하는 거 아닐까?"
80,1,엘리스,"꿈에서 삼촌들이 나왔었어.. 엄마를 믿지 말라고 했었지.. 이제 2일 밤 남았는데 난 아직도 무슨 일이 벌어지고 있는 건지 파악도 못하고 있어.."
80,2,엘리스,"왜 삼촌들은 그렇게 끔찍한 일을 저질렀을까? 내가 알던 삼촌들이 아니야.. 그러고 보니 아빠.. 할머니.. 이모.. 오빠도.. 다들 내가 알던 모습이 아니야!!"
80,3,엘리스,"도대체 그들에게 무슨 일이 생긴 거지? 엄마의 상태가 점점 나빠지고 있지만 나에게 답을 줄 수 있는 사람이 엄마밖에 없으니 물어보러 가야겠어.."
81,0,"알베르토 군에게...",
81,1,"자네가 나와의 약속을 어기고 다른 마술사와 계약한 사실을 듣고 매우 실망했네.. ",
81,2,"아니 사실 나 자신에게 가장 실망했지.. 그리고 무엇보다 자네가 나를 깎아 내리고 다닌다는 여러 사람들의 증언을 듣고 참을 수 없는 분노도 느꼈다네..",
81,3,"하지만 한번 엎질러진 물은 주워 담을 수 없듯이 다음주에 예정되어 있는 공연을 마지막으로 우리의 관계를 정리하도록 하겠네. 난 더 이상 자네에게 어떤 미련도 두지 않을 생각이야. ",
81,4,"공연내용은...",
82,0,"품목 : 블라드 백작의 거울",
82,1,"제작년도 / 제작자 : 알수없음",
82,2,"구매자 : 제나 로스펠",
82,3,"결재방법 : 총 금액의 10%만 현금으로 선결재, 100일동안 사용 후 만족시 잔금 결재",
82,4,"제품설명 : 거울에 비친 사람을 일생에서 가장 아름다운 모습으로 보여준다고 소문난 거울입니다.",
82,5,"영원한 아름다움을 간직하고 싶어하는 많은 여인들의 사랑을 받았던 거울로 단 한번도 반품된 적이 없을 정도로 제품만족도가 아주 높습니다.",
82,6,"주의사항 : 밤 12시 ~ 2시 사이에는 절대 혼자서 거울을 부르지 마십시오.",
82,7,"판매자 D.H 골동품점",
83,0,"                           <화재감식보고서>",
83,1,"로스펠 장난감 상점 화재감식 보고서",
83,2,"화재발생시간 : 새벽 2시 ~ 4시 추정",
83,3,"화재원인분석",
83,4,"1) 건물 외부에서 발화되어 내부로 번진 것으로 추정",
83,5,"2) 발화지점에서 플라스틱 제조용 화약약품이 검출됨.",
83,6,"3) 목격자 증언에 따르면 화재당일 발화지점 근처에 특별한 인화성 물질은 없었던 것으로 확인됨.",
83,7,"4) 당시 기상, 기온 등을 고려 자연발화 가능성 낮음.",
83,8,"5) 화재발생 시간대 장난감 가게 주변에 있었거나 지나쳤던 사람들을 대상으로 추가 조사가 필요함.",
83,9,"6) 방화로 최종 판단 시 경찰에 수사의뢰 예정. 끝.",
84,0,"          <보석 감정 보고서>",
84,1,"보석 감정 의뢰인 : 안나 로스펠",
84,2,"귀하의 보석 감정 의뢰에 대해 아래와 같이 감정결과를 통보 드립니다.",
84,3,"귀하가 감정을 의뢰한 모든 보석은 모조품으로 확인되었습니다. 만약 진품을 도난 당한 것이라면 신속하게 경찰에 수사를 의뢰하시기 바랍니다.",
84,4,"          -베리카 보석감정법인 -",
85,0,"                            <사망경위서>",
85,1,"    사망자 : 안드레이 로스펠, 제롬 로스펠",
85,2,"  - 사건요약",
85,3,"안드레이 로스펠과 제롬 로스펠은 새벽 1시경 모친 안나 로스펠의 집에 불을 지르고 보석을 훔친 뒤 차량을 이용하여 도시외곽도로 방향으로 도주 중 추격중인 경찰 차에 부딪히자 순간적으로 강물로 돌진하여 침수되었음.",
85,4,"구급대원이 현장에 도착하였으나 두 사람은 이미 익사하여 사망한 것이 확인되었음.",
85,5," - 부검결과 사망경위",
85,6,"1. 체내 혈중알코올 농도가 매우 높게 검출 되었음.",
85,7,"2. 안드레이 로스펠과 제롬 로스펠의 사인은",
85,8,"    익사로 확인됨.",
85,9," - 특이사항",
85,10,"두 사람의 얼굴표정이 심하게 일그러져 있었음.",
85,11,"                                            국립과학 수사연구원",
86,0,"......중략......",
86,1,"공장 사장을 총으로 쏴서 죽이고 말았다.",
86,2,"그의 공장은 폐업한 상태이고 가족도 없기 때문에 쉽게 발견되지는 않을 것이다...",
86,3,"남편의 복수를 했지만 그건 내가 한 일이 아니었다. 내 몸 안에 악마가 들어와 있었던 것이다.",
86,4,"악마의 지배를 받게 되자 놈의 계획과 ",
86,5,"지금까지 우리가족에게 한 짓들을 알게 되었다.",
86,6,"악마의 마지막 목표는 나의 딸 엘리스였다.",
86,7,"난 내 목숨을 바쳐 그녀를 지켜야 한다. 다행히 악마가 잠시 다른 사람의 꿈에 간 사이에는 정신을 되찾을 수 있었다.",
87,0," 그리고 악마의 영향으로 나의 정신이 매개체를 통해 다른 사람의 꿈속에 들어갈 수 있다는 것도 알게 되었다.",
87,1," 그렇다면 인형들을 이용해서 그녀를 보호할 수 있을 것이다.",
87,2,"피할 수 없다면 싸워야 한다. ",
87,3,"난 악마에게 저항할 것이다. 놈은 내 몸과 정신을 철저히 망가뜨리고 있다. ",
87,4,"그리고 알 수 없는 주술로 이 집에서 나가지 못하도록 막고 있다.",
87,5,"꿈은 악마의 힘의 원천이다. 놈을 쓰러뜨리려면 꿈속에서 결판을 내야 한다.",
87,6,"나의 사랑스러운 딸 엘리스. ",
87,7,"부디 이겨내 다오. 엄마는 모든 걸 다해 널 지킬 거야......",
88,0,엘리스,"지금은 너무 졸려.. 다시 자는 게 좋겠어."
89,0,엘리스,"(다시 자기 전에 엄마 상태를 확인하는 게 먼저야)"
90,0, D - 1,마지막 악몽
91,0,엘리스,"...역시 밤이네.. 오늘이 마지막 밤이야.. "
91,1,엘리스,"엄마는 지금까지 나를 지키려고 그랬던 거였어... 엄마.. 오해해서 미안해요.."
91,2,엘리스,"아 참. 이럴 때가 아니지. 빨리 엄마를 데리고 이곳을 빠져나가야 돼!"
92,0,곰 인형,"엘리스.. 엄마야. 내 몸은 이제 너무 악화되어 깨어날 수가 없구나... "
92,1,곰 인형,"그래서 이렇게 인형을 통해 너에게 얘기를 전한다.."
92,2,엘리스,"엄마! 이 목소리는 분명 우리 엄마야.."
92,3,곰 인형,"오늘이 마지막 악몽의 밤이야."
92,4,곰 인형,"악마는 네 정신을 무너뜨리고 널 차지하기 위해 모든 힘을 끌어 모으고 있어. "
92,5,엘리스,"그럼 우리 빨리 도망쳐요! 악마가 쫓아올 수 없는 곳으로 어서!"
92,6,곰 인형,"도망칠 수는 없단다. 엘리스. "
92,7,곰 인형,"놈은 지금까지 흡수한 모든 영혼의 고통과 슬픔, 증오와 분노를 이끌고 네 앞에 나타날 거야.."
92,8,엘리스,"그러면… 저는 어떻게 해야 되죠?"
92,9,토끼 인형,"맞서 싸워야 해. "
92,10,토끼 인형,"엄마가 도와줄 테니 악마를 완전히 소멸시키고 잃어버렸던 너의 삶을 되찾아야 해."
