EventNum,SpeakNum,Speaker,Speak
5,5,이드,"요즘 들어 계속 졸리고 잠만 잤지? 밖에는 나가기가 싫고 사람들과 교류하기 싫고 그건 왜 그럴까?"
5,6,엘리스,"그럴 수가... 정말로 나도.. 악마가..."
5,7,곰 인형,"속지마 엘리스! 넌 아직 악마에게 아무것도 빼앗기지 않았어! 놈과 싸워야 해!"
5,8,엘리스,"엄마... 난 엄마를 믿을게요!"
5,9,이드,"흥, 이제 곧 죽을 인간이 다 된 밥에 재를 뿌리는군."
5,10,이드,"그래 봤자 엘리스는 곧 내 차지가 될 거다. 순순히 내 것이 되거라, 엘리스!!"
5,11,오빠 유령,"네 놈이 내 동생을 해치게 그냥 둘 수는 없어! 엘리스, 내가 널 지킬 거야!"
5,12,이모 유령,"엘리스, 이모도 힘을 보태서 함께 널 지킬게. 용기를 내!"
5,13,삼촌들 유령,"엘리스, 삼촌들도 마지막 힘을 다해 널 지원할게! 넌 이길 수 있어!"
5,14,공장사장 유령,"저 악마 놈을 쓰러뜨릴 수 있게 마지막으로 나도 돕게 해다오."
5,15,할머니 유령,"이 할머니도 엘리스 널 위해 돕도록 하마... 악마의 몸에서 나온 저주받은 인형을 우리에게 가져오도록 해라."
5,16,아빠 유령,"엘리스, 아빠가 마지막으로 널 지키려고 왔단다. 우리를 통해서 저 악마를 공격하거라!"
5,17,엘리스,"모두들 날 지키러 와줬군요… 알겠어요. 악마와 싸워보겠어요!!"
7,0,a,"엘리스, 이미 너도 악마야! "
7,1,a,"엘리스, 이제 그만 포기해. 포기하면 세상에서 가장 편해질 수 있어. 크크크.. "
7,2,a,"그렇게 도망만 다니지 말고 덤벼봐! 이 겁쟁아! "
7,3,a,"넌 나에게 이길 수 없어. 넌 아무런 힘이 없거든! "
7,4,a,"넌 이제 끝장이야! 너의 죄는 영원히 씻겨질 수가 없어! "
7,5,a,"걱정 마 너를 차지하면 이 세상 모든 사람들도 악마가 될 테니까 키킥킥.. "
8,0,이드,"이건 뭐지? 내가.. 감히 내가.. 이까짓 어린애한테 졌다고? "
8,1,엘리스,"넌 나한테 진 게 아니야.. 엄마와 내 가족들이 나를 사랑하는 마음에 진 거지.."
8,2,이드,"닥쳐라! 미개한 인간 따위에게 또 다시 패배하다니 용서할 수 없다! 너흰 욕망과 증오로 가득 찬 내 먹잇감일 뿐이란 말이다! "
8,3,엘리스,"나도 널 용서할 수 없어. 네가 우리가족에게 한 짓은.. 널 소멸시키는 걸로도 성에 안 차."
8,4,이드,"과연 이게 끝이라고 생각하나? 나를 만든 건 바로 너희 인간이다.. 난 언젠가 반드시 돌아올 것이다."
8,5,엘리스,"널 파괴한 것도 인간이라는 사실을 영원한 어둠 속에서 기억해. 두 번 다시 돌아올 생각 하지 말고."
8,6,이드,"이 하찮은 계집애가!! 감히 나를... 젠장! 빌어..먹을!!......."
8,7,엘리스,"이제.. 마지막 밤이.. 모든 악몽이 끝났어..."
8,8,오빠 유령,"엘리스 다행이다. 이제 마음 편히 떠날 수 있을 거 같아. 꼭 행복하렴..."
8,9,이모 유령,"하늘나라에서 언제나 널 응원하고 있을게..."
8,10,공장사장 유령,"조금이라도 도울 수 있게 해줘서 고맙구나.."
8,11,할머니 유령,"너도 언젠가 할머니가 될 때까지 건강하게 잘 지내거라..."
8,12,삼촌들 유령,"우리도 이제 그만 벌 받으러 가볼게... 너는 분명 좋은 남자 만날 거야!"
8,13,아빠 유령,"엘리스 비록 혼자서라도 꿋꿋하게 잘 살아가야 한다... 하늘에서 너의 행복을 빌고 있을 테니 먼 훗날 다시 만나자..."
9,0,이드,"드디어 이 세상은 나의 것이 되었다!! 크크크크"
